FlashID,SubID,CardType,Brand,FlashName,MaxPhyBlockPerPlaneCE,MaxRetryNum,MaxRereadNum,ECCMode,ToggleEnable,DQSDelay,SetROSC,FMOSCValue,CycleTime,FwCycleTime,CPUClock,SetCtrlDriving,CtrlDriving,SetIODriving,IODriving,LCEnable,LC_00,LC_01,LC_02,FlashType,ScriptID,ThreadNumber,SLCBoundary,FlashDrivingEnable,FlashDriving,DowngradeOption,USB_PWM_ENA,USBInitOption,USBRequestOverRide,DisableSetFp,AutoDisPWMoption,FastLoadCodeoption,HotResetLoadCodeOption,USBIniOverRide,USBOverRide,NotDelayEnableU1U2,NotDisableU1U2,OverwriteUFI_28,OverRideCPUINT,CPUIT0,CPUIE,DisableAutoRst,OverRideCXW,WatchDogCount,SUSPENDNotStopClK,RadomRW,OverWriteSCSICMD,HomoMode,BCTEnable,FWBCTEnable,LoadTLC_FW,FullFirmwareBlock,FirmwarePageFileName,BinFileName,BinFileNameLLF,BootLoaderBin,PreBootLoaderBIN,ReadRetryTable,ReadRetryBin,LLFBlock,LLFBlockECC,SupportCacheRead,SupportCacheWrite,SLCPageSectorPerPlane,SLCPagePlanePerPage,SLCPageCEPerPage,SetCleanThread,CleanThreadNum,FwCycleTime_Write,SetROSC_Write,Fw_FMOSCValue_Write,MaxSLCBasePage,CasualBlockNum,Write_SLC_Mode_Enable,FAT_Cluster_Size,BBPercent,TuneOSCSafe
"0x89,0x88,0x24,0x4B,0xA9,0x84",0x00-06,6,Intel,Intel-L84,2048,20,3,44,0x10,0x04,0x01,133,33,12,0x05,0,0x00,1,0x01,1,0x00,0x00,0x00,MLC,0x00,4,0,0,0,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,,1,0,0,0,0x00,L84A,10_D1_MLC_256.bin,10_D1_MLC_256.bin,BootLoader.BIN,PreBootLoader.BIN,,10_MLC_RR_Intel.bin,1960,0,1,1,2,1,4,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0x89,0x88,0x24,0x4B,0xA9,0x84",0x00-07,7,Intel,Intel-L84,2048,20,3,44,0x10,0x04,0x01,133,33,12,0x05,0,0x00,1,0x01,1,0x00,0x00,0x00,MLC,0x00,4,0,0,0,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,,1,0,0,0,0x00,L84A,10_D1_MLC_256.bin,10_D1_MLC_256.bin,BootLoader.BIN,PreBootLoader.BIN,,10_MLC_RR_Intel.bin,1960,0,1,1,2,2,4,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0x89,0x88,0x24,0x4B,0xA9,0x84",0x00-08,8,Intel,Intel-L84,2048,20,3,44,0x10,0x04,0x01,133,33,12,0x05,0,0x00,1,0x01,1,0x00,0x00,0x00,MLC,0x00,4,0,0,0,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,,1,0,0,0,0x00,L84A,10_D1_MLC_256.bin,10_D1_MLC_256.bin,BootLoader.BIN,PreBootLoader.BIN,,10_MLC_RR_Intel.bin,1960,0,1,1,2,4,4,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0x89,0x88,0x24,0x4B,0xA9,0x84",0x00-09,9,Intel,Intel-L84,2048,20,3,44,0x10,0x04,0x01,133,33,12,0x05,0,0x00,1,0x01,1,0x00,0x00,0x00,MLC,0x00,4,0,0,0,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,,1,0,0,0,0x00,L84A,10_D1_MLC_256.bin,10_D1_MLC_256.bin,BootLoader.BIN,PreBootLoader.BIN,,10_MLC_RR_Intel.bin,1960,0,1,1,2,1,2,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0x89,0x88,0x24,0x4B,0xA9,0x84",0x00-10,10,Intel,Intel-L84,2048,20,3,44,0x10,0x04,0x01,133,33,12,0x05,0,0x00,1,0x01,1,0x00,0x00,0x00,MLC,0x00,4,0,0,0,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,,1,0,0,0,0x00,L84A,10_D1_MLC_256.bin,10_D1_MLC_256.bin,BootLoader.BIN,PreBootLoader.BIN,,10_MLC_RR_Intel.bin,1960,0,1,1,2,2,2,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0x89,0x88,0x24,0x4B,0xA9,0x84",0x00-11,11,Intel,Intel-L84,2048,20,3,44,0x10,0x04,0x01,133,33,12,0x05,0,0x00,1,0x01,1,0x00,0x00,0x00,MLC,0x00,4,0,0,0,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,,1,0,0,0,0x00,L84A,10_D1_MLC_256.bin,10_D1_MLC_256.bin,BootLoader.BIN,PreBootLoader.BIN,,10_MLC_RR_Intel.bin,1960,0,1,1,2,4,2,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0x1A,0xA8,0xDE,0x88,0xC5",0x00-00,0,Samsung,K9ADGD8U0M,2048,80,3,72,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,1,2,0x00,0x00,0x31,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9E,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader_K9ACG19nm.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_19nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0x1A,0xA8,0xDE,0x88,0xC5",0x00-01,1,Samsung,K9ADGD8U0M,2048,80,3,72,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,1,2,0x00,0x00,0x31,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9E,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader_K9ACG19nm.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_19nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0x1A,0xA8,0xDE,0x88,0xC5",0x00-02,2,Samsung,K9ADGD8U0M,2048,80,3,72,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,1,2,0x00,0x00,0x31,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9E,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader_K9ACG19nm.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_19nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0x1A,0xA8,0xDE,0x88,0xC5",0x00-03,3,Samsung,K9ADGD8U0M,2048,80,3,72,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,1,2,0x00,0x00,0x31,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9E,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader_K9ACG19nm.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_19nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0x1A,0xA8,0xDE,0x88,0xC5",0x00-04,4,Samsung,K9ADGD8U0M,2048,80,3,72,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,1,2,0x00,0x00,0x31,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9E,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader_K9ACG19nm.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_19nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0x1A,0xA8,0xDE,0x88,0xC5",0x00-05,5,Samsung,K9ADGD8U0M,2048,80,3,72,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,1,2,0x00,0x00,0x31,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9E,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader_K9ACG19nm.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_19nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0x1A,0xA8,0xDE,0x88,0xC5",0x00-06,6,Samsung,K9ADGD8U0M,2048,80,3,72,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,1,2,0x00,0x00,0x31,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9E,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader_K9ACG19nm.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_19nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0x1A,0xA8,0xDE,0x88,0xC5",0x00-07,7,Samsung,K9ADGD8U0M,2048,80,3,72,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,1,2,0x00,0x00,0x31,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9E,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader_K9ACG19nm.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_19nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0x1A,0xA8,0xDE,0x88,0xC5",0x00-08,8,Samsung,K9ADGD8U0M,2048,80,3,72,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,1,2,0x00,0x00,0x31,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9E,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader_K9ACG19nm.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_19nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0x1A,0xA8,0xDE,0x88,0xC5",0x00-09,9,Samsung,K9ADGD8U0M,2048,80,3,72,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,1,2,0x00,0x00,0x31,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9E,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader_K9ACG19nm.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_19nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0x1A,0xA8,0xDE,0x88,0xC5",0x00-10,10,Samsung,K9ADGD8U0M,2048,80,3,72,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,1,2,0x00,0x00,0x31,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9E,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader_K9ACG19nm.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_19nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0x1A,0xA8,0xDE,0x88,0xC5",0x00-11,11,Samsung,K9ADGD8U0M,2048,80,3,72,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,1,2,0x00,0x00,0x31,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9E,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader_K9ACG19nm.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_19nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0xDE,0x98,0xCE,0x74,0xC4",0x00-00,0,Samsung,3C_K9ACG_ED3,2048,55,3,64,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,0,0,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_21nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0xDE,0x98,0xCE,0x74,0xC4",0x00-01,1,Samsung,3C_K9ACG_ED3,2048,55,3,64,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,0,0,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_21nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0xDE,0x98,0xCE,0x74,0xC4",0x00-02,2,Samsung,3C_K9ACG_ED3,2048,55,3,64,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,0,0,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_21nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0xDE,0x98,0xCE,0x74,0xC4",0x00-03,3,Samsung,3C_K9ACG_ED3,2048,55,3,64,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,0,0,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_21nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0xDE,0x98,0xCE,0x74,0xC4",0x00-04,4,Samsung,3C_K9ACG_ED3,2048,55,3,64,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,0,0,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_21nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,7.500000,0
"0xEC,0xDE,0x98,0xCE,0x74,0xC4",0x00-05,5,Samsung,3C_K9ACG_ED3,2048,55,3,64,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,0,0,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_21nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0xDE,0x98,0xCE,0x74,0xC4",0x00-06,6,Samsung,3C_K9ACG_ED3,2048,55,3,64,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,0,0,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_21nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
"0xEC,0xDE,0x98,0xCE,0x74,0xC4",0x00-07,7,Samsung,3C_K9ACG_ED3,2048,55,3,64,0x01,0x04,0x01,133,33,12,0x05,0,0x00,1,0x02,1,0x00,0x00,0x00,TLC,0x3C,5,128,0,0,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,,1,0,0,0,0x00,,10_3C_K9ACG.BIN,10_3C_K9ACG.BIN,BootLoader.BIN,PreBootLoader.BIN,10_3C_K9ACG_TABLE_21nm.BIN,,1960,0,1,1,0,0,0,0,0,0,0x00,0,0,0,0,0,6.500000,0
